FollowBall,1493066159119,978.866399768648,978.882091503268
FollowBall,1493066159150,979.188733101982,979.008496732026
FollowBall,1493066159181,979.511066435315,979.134901960784
FollowBall,1493066159212,979.833399768648,979.387712418301
FollowBall,1493066159244,980.155733101982,979.640522875817
FollowBall,1493066159275,980.478066435315,979.640522875817
FollowBall,1493066159306,980.800399768648,979.766928104575
FollowBall,1493066159337,981.122733101982,979.893333333333
FollowBall,1493066159369,981.445066435315,980.14614379085
FollowBall,1493066159400,981.767399768648,980.398954248366
FollowBall,1493066159431,982.089733101982,980.778169934641
FollowBall,1493066159462,982.412066435315,981.410196078431
FollowBall,1493066159494,982.734399768648,982.295032679739
FollowBall,1493066159525,983.056733101982,983.179869281046
FollowBall,1493066159556,983.379066435315,984.064705882353
FollowBall,1493066159587,983.701399768648,984.823137254902
FollowBall,1493066159619,984.023733101982,985.328758169935
FollowBall,1493066159650,984.346066435315,985.834379084967
FollowBall,1493066159681,984.668399768648,986.213594771242
FollowBall,1493066159712,984.990733101982,986.34
FollowBall,1493066159744,985.313066435315,986.466405228758
FollowBall,1493066159775,985.635399768648,986.592810457516
FollowBall,1493066159806,985.957733101982,986.845620915033
FollowBall,1493066159837,986.280066435315,986.845620915033
FollowBall,1493066159869,986.602399768648,987.604052287582
FollowBall,1493066159900,986.924733101982,989.12091503268
FollowBall,1493066159931,987.247066435315,990.637777777778
FollowBall,1493066159962,987.569399768648,992.660261437909
FollowBall,1493066159994,987.891733101982,994.303529411765
FollowBall,1493066160025,988.214066435315,995.441176470588
FollowBall,1493066160056,988.536399768648,996.199607843137
FollowBall,1493066160087,988.858733101982,996.70522875817
FollowBall,1493066160119,989.181066435315,996.958039215686
FollowBall,1493066160150,989.503399768648,996.958039215686
FollowBall,1493066160181,989.825733101982,996.958039215686
FollowBall,1493066160212,990.148066435315,997.084444444444
FollowBall,1493066160244,990.470399768648,997.084444444444
FollowBall,1493066160275,990.792733101982,997.084444444444
FollowBall,1493066160307,991.115066435315,997.084444444444
FollowBall,1493066160338,991.437399768648,997.084444444444
FollowBall,1493066160369,991.759733101982,997.084444444444
FollowBall,1493066160400,992.082066435315,997.084444444444
FollowBall,1493066160432,992.404399768648,997.084444444444
FollowBall,1493066160463,992.726733101982,997.084444444444
FollowBall,1493066160494,993.049066435315,997.084444444444
FollowBall,1493066160525,993.371399768648,997.084444444444
FollowBall,1493066160557,993.693733101982,997.084444444444
FollowBall,1493066160588,994.016066435315,997.084444444444
FollowBall,1493066160619,994.338399768648,997.210849673203
FollowBall,1493066160650,994.660733101982,997.210849673203
FollowBall,1493066160682,994.983066435315,997.210849673203
FollowBall,1493066160713,995.305399768648,997.210849673203
FollowBall,1493066160744,995.627733101982,997.210849673203
FollowBall,1493066160775,995.950066435315,997.210849673203
FollowBall,1493066160807,996.272399768648,997.210849673203
FollowBall,1493066160838,996.594733101982,997.210849673203
FollowBall,1493066160869,996.917066435315,997.210849673203
FollowBall,1493066160900,997.239399768648,997.210849673203
FollowBall,1493066160932,997.561733101982,997.210849673203
FollowBall,1493066160963,997.884066435315,997.210849673203
FollowBall,1493066160994,998.206399768648,997.210849673203
FollowBall,1493066161025,998.528733101982,997.210849673203
FollowBall,1493066161057,998.851066435315,997.210849673203
FollowBall,1493066161088,999.173399768648,997.210849673203
FollowBall,1493066161119,999.495733101982,997.210849673203
FollowBall,1493066161150,999.818066435315,997.210849673203
FollowBall,1493066161182,1000.14039976865,997.210849673203
FollowBall,1493066161213,1000.46273310198,997.210849673203
FollowBall,1493066161244,1000.78506643532,997.210849673203
FollowBall,1493066161275,1001.10739976865,997.210849673203
FollowBall,1493066161307,1001.42973310198,997.210849673203
FollowBall,1493066161338,1001.75206643531,997.210849673203
FollowBall,1493066161369,1002.07439976865,997.337254901961
FollowBall,1493066161400,1002.39673310198,997.716470588235
FollowBall,1493066161432,1002.71906643531,998.222091503268
FollowBall,1493066161463,1003.04139976865,999.106928104575
FollowBall,1493066161494,1003.36373310198,1000.62379084967
FollowBall,1493066161526,1003.68606643532,1002.01424836601
FollowBall,1493066161557,1004.00839976865,1003.27830065359
FollowBall,1493066161588,1004.33073310198,1004.92156862745
FollowBall,1493066161619,1004.65306643532,1005.93281045752
FollowBall,1493066161651,1004.97539976865,1006.69124183007
FollowBall,1493066161682,1005.29773310198,1007.07045751634
FollowBall,1493066161713,1005.62006643532,1007.32326797386
FollowBall,1493066161744,1005.94239976865,1007.32326797386
FollowBall,1493066161776,1006.26473310198,1007.32326797386
FollowBall,1493066161807,1006.58706643532,1007.32326797386
FollowBall,1493066161839,1006.90939976865,1007.44967320261
FollowBall,1493066161870,1007.23173310198,1007.44967320261
